phrase_line_number,microsoft_id
2236,312795
2237,3037352
2238,3037382
2239,2002942
2240,2003052
2241,2596071
2242,2595722
2243,727262
2244,727318
2245,2788684
2246,2788896
2247,2728244
2248,2728420
2249,2028326
2250,2028254
2251,1315900
2252,1315973
2253,2777028
2254,2776959
2255,1029364
2256,1029570
2257,2846992
2258,2847045
2259,2927334
2260,2927592
2261,2065497
2262,2065458
2263,617309
2264,617115
2265,684924
2266,684787
2267,1978626
2268,1978641
2269,514453
2270,514688
2271,77428
2272,77559
2273,996885
2274,996809
2275,2051961
2276,2051879
2277,1351688
2278,1351809
2279,437770
2280,437729
2281,126079
2282,126035
2283,2201393
2284,2201282
2285,116323
2286,116276
2287,2521281
2288,2521594
2289,3417339
2290,3417404
2291,434568
2292,434535
2293,2377832
2294,2377802
2295,3035818
2296,3035854
2297,2873368
2298,2873529
2299,2545785
2300,2545843
2301,145076
2302,145052
2303,1984954
2304,1984531
2305,763516
2306,763636
2307,2668998
2308,2669030
2309,518131
2310,518086
2311,565760
2312,566025
2313,2894616
2314,2894706
2315,1312753
2316,1312479
2317,835299
2318,835431
2319,844505
2320,844642
2321,1981956
2322,1982170
2323,2745060
2324,2745022
2325,2886878
2326,2886843
2327,3087072
2328,3087103
2329,2083179
2330,2082970
2331,329375
2332,329403
2333,968066
2334,968428
2335,3084952
2336,3085078
2337,2349594
2338,2349787
2339,1626533
2340,1626573
2341,1463117
2342,1462738
2343,1315492
2344,1315639
2345,1777874
2346,1777965
2347,1666058
2348,1666007
2349,2942079
2350,2942188
2351,2911079
2352,2911055
2353,2252321
2354,2252356
2355,3085068
2356,3084951
2357,171555
2358,171801
2359,1661193
2360,1661317
2361,246573
2362,246510
2363,870762
2364,871347
2365,257707
2366,257757
2367,953312
2368,953156
2369,284891
2370,284925
2371,2898542
2372,2898560
2373,2320045
2374,2320003
2375,345686
2376,345704
2377,826455
2378,826593
2379,1253180
2380,1252657
2381,35213
2382,35151
2383,864324
2384,864534
2385,11190
2386,10771
2387,285785
2388,285605
2389,148095
2390,147508
2391,3122257
2392,3122360
2393,2854737
2394,2854798
2395,1788267
2396,1788246
2397,1787481
2398,1787517
2399,290525
2400,290626
2401,3176510
2402,3176541
2403,2933867
2404,2933700
2405,1478535
2406,1478869
2407,3044424
2408,3044562
2409,1347544
2410,1347473
2411,1361614
2412,1361440
2413,13578
2414,14033
2415,1200651
2416,1200470
2417,1735760
2418,1735790
2419,61262
2420,61282
2421,698772
2422,698611
2423,1542090
2424,1541970
2425,498299
2426,498366
2427,2585334
2428,2585405
2429,3153726
2430,3153980
2431,1457907
2432,1458152
2433,2696847
2434,2696428
2435,349050
2436,349247
2437,278149
2438,278365
2439,2268416
2440,2268475
2441,1113724
2442,1113757
2443,3139461
2444,3139649
2445,821890
2446,821901
2447,543654
2448,543490
2449,3385929
2450,3386168
2451,2190421
2452,2190204
2453,3276667
2454,3276656
2455,2999115
2456,2999035
2457,2787374
2458,2787403
2459,1695578
2460,1695467
2461,2460509
2462,2460489
2463,1346374
2464,1346460
2465,2624855
2466,2624576
2467,1200506
2468,1200563
2469,14510
2470,14656
2471,780201
2472,780408
2473,1485566
2474,1485610
2475,516921
2476,516783
2477,2077256
2478,2077138
2479,530791
2480,530914
2481,3048226
2482,3048303
2483,3248482
2484,3248436
2485,1984638
2486,1984518
2487,487692
2488,487742
2489,2097223
2490,2097332
2491,378940
2492,378851
2493,3113550
2494,3113480
2495,1591549
2496,1591599
2497,2821916
2498,2821902
2499,1353184
2500,1353144
2501,577969
2502,578532
2503,2981951
2504,2982021
2505,1918608
2506,1918489
2507,1678050
2508,1678502
2509,2089107
2510,2088980
2511,970568
2512,971233
2513,2761996
2514,2761977
2515,2768371
2516,2768323
2517,1040202
2518,1040012
2519,2939920
2520,2939978
2521,1712236
2522,1712278
2523,1900937
2524,1900992
2525,781865
2526,781610
2527,2369029
2528,2368997
2529,683153
2530,682794
2531,3085550
2532,3085530
2533,1401043
2534,1401108
2535,1077596
2536,1077628
2537,619375
2538,619005
2539,89798
2540,89744
2541,2529318
2542,2529415
2543,2879435
2544,2879308
2545,1438288
2546,1438327
2547,559882
2548,559542
2549,633887
2550,633768
2551,779371
2552,779429
2553,1603482
2554,1603561
2555,425212
2556,425188
2557,2954386
2558,2954372
2559,2815702
2560,2815560
2561,1027439
2562,1027131
2563,1240329
2564,1240365
2565,1440706
2566,1440758
2567,962147
2568,962243
2569,369222
2570,369272
2571,2341131
2572,2341082
2573,882056
2574,882696
2575,3165117
2576,3165201
2577,820929
2578,820902
2579,1369208
2580,1369178
2581,1934435
2582,1934584
2583,1721438
2584,1721593
2585,149519
2586,149417
2587,2656347
2588,2656255
2589,1230767
2590,1230113
2591,2642526
2592,2642629
2593,2620066
2594,2620048
2595,2168028
2596,2168289
2597,149566
2598,149546
2599,2111185
2600,2111269
2601,981498
2602,981540
2603,3201393
2604,3200966
2605,1852060
2606,1852172
2607,409963
2608,410012
2609,1247215
2610,1247142
2611,722337
2612,722091
2613,2266280
2614,2266483
2615,2706184
2616,2706235
2617,809733
2618,809493
2619,453008
2620,452999
2621,1007748
2622,1007879
2623,540236
2624,539740
2625,707997
2626,708045
2627,2673409
2628,2673344
2629,2201275
2630,2201383
2631,2282250
2632,2282509
2633,2405928
2634,2405967
2635,1605375
2636,1605488
2637,2003690
2638,2003706
2639,1441004
2640,1441007
2641,284939
2642,284799
2643,1755837
2644,1755939
2645,356760
2646,356779
2647,320900
2648,321056
2649,3130795
2650,3130693
2651,2077781
2652,2077849
2653,1952593
2654,1952523
2655,2570361
2656,2570304
2657,813931
2658,813905
2659,3270859
2660,3270884
2661,956229
2662,956090
2663,1236789
2664,1236712
2665,1619243
2666,1619310
2667,2412316
2668,2412239
2669,1039561
2670,1039623
2671,921188
2672,921278
2673,1692604
2674,1692641
2675,2221620
2676,2221675
2677,130644
2678,130623
2679,489705
2680,489782
2681,15843
2682,15795
2683,2028254
2684,2028633
2685,2498187
2686,2497939
2687,2599788
2688,2599821
2689,2920498
2690,2920576
2691,1048581
2692,1048632
2693,316726
2694,316927
2695,1258198
2696,1258286
2697,2428146
2698,2427840
2699,1569822
2700,1569894
2701,1703385
2702,1703692
2703,2521033
2704,2521063
2705,410868
2706,410807
2707,2791651
2708,2791603
2709,3047564
2710,3047513
2711,2601132
2712,2601055
2713,1014017
2714,1013977
2715,443834
2716,443762
2717,3270881
2718,3270858
2719,1114039
2720,1114186
2721,3017926
2722,3017893
2723,2955842
2724,2955810
2725,56110
2726,56072
2727,1907627
2728,1907410
2729,679656
2730,679570
2731,468109
2732,467921
2733,716590
2734,716871
2735,2777839
2736,2777963
2737,2629137
2738,2629019
2739,2081791
2740,2081773
2741,1958080
2742,1958145
2743,58745
2744,58542
2745,3281508
2746,3281496
2747,545374
2748,545445
2749,1784891
2750,1785160
2751,424522
2752,424409
2753,1290541
2754,1290505
2755,684555
2756,684845
2757,1473639
2758,1473500
2759,1279777
2760,1279864
2761,1184765
2762,1184312
2763,981820
2764,981912
2765,547205
2766,547289
2767,571179
2768,571113
2769,2664077
2770,2664029
2771,394992
2772,394815
2773,2984155
2774,2984099
2775,3306046
2776,3306134
2777,2174189
2778,2174194
2779,1568536
2780,1568623
2781,2801973
2782,2801930
2783,81715
2784,81981
2785,1669792
2786,1669661
2787,3190205
2788,3190131
2789,773604
2790,773629
2791,2480969
2792,2481007
2793,240528
2794,240516
2795,1481822
2796,1482025
2797,1246488
2798,1246781
2799,1934785
2800,1934804
2801,1351687
2802,1351808
2803,50459
2804,50553
2805,1462789
2806,1463165
2807,2635069
2808,2635236
2809,1240334
2810,1240329
2811,1227467
2812,1227133
2813,2920398
2814,2920337
2815,2941188
2816,2941130
2817,1091223
2818,1091259
2819,2697609
2820,2697286
2821,126035
2822,126126
2823,2946090
2824,2946111
2825,645274
2826,645331
2827,2209390
2828,2209111
2829,2628322
2830,2628029
2831,349046
2832,349453
2833,1068085
2834,1068129
2835,123084
2836,123108
2837,1259362
2838,1259583
2839,2706322
2840,2706237
2841,2170889
2842,2170991
2843,53868
2844,53892
2845,2964167
2846,2964309
2847,1933212
2848,1933374
2849,411629
2850,411695
2851,2226542
2852,2226520
2853,3119581
2854,3119343
2855,1733042
2856,1733021
2857,1088238
2858,1088210
2859,1852616
2860,1852984
2861,1605335
2862,1605485
2863,1386850
2864,1386805
2865,1627107
2866,1626909
2867,1803308
2868,1803320
2869,2452454
2870,2452645
2871,3322356
2872,3322132
2873,3368666
2874,3368628
2875,2044580
2876,2044599
2877,1245861
2878,1245663
2879,1944635
2880,1944747
2881,660825
2882,660674
2883,2726905
2884,2726864
2885,1257767
2886,1257817
2887,114526
2888,114718
2889,1678501
2890,1678046
2891,2664285
2892,2664187
2893,105896
2894,105906
2895,1088243
2896,1088213
2897,142836
2898,142671
2899,3323324
2900,3323339
2901,832965
2902,832995
2903,1447826
2904,1447877
2905,3333313
2906,3333230
2907,2695490
2908,2695609
2909,1602901
2910,1602885
2911,2829255
2912,2829229
2913,899514
2914,899451
2915,1911842
2916,1911799
2917,459103
2918,458744
2919,2130737
2920,2130858
2921,3048010
2922,3047982
2923,2046632
2924,2046642
2925,1501926
2926,1502095
2927,142840
2928,142678
2929,46041
2930,45722
2931,529550
2932,529500
2933,1110096
2934,1110150
2935,2117310
2936,2117248
2937,762905
2938,763220
2939,127941
2940,127710
2941,1953419
2942,1953301
2943,3325149
2944,3325204
2945,472552
2946,472962
2947,147757
2948,147507
2949,2557333
2950,2557303
2951,1353340
2952,1353186
2953,327386
2954,327471
2955,1662147
2956,1661890
2957,566629
2958,566455
2959,919471
2960,919609
2961,3124187
2962,3124365
2963,243889
2964,244032
2965,1118215
2966,1118016
2967,2800415
2968,2800348
2969,2892951
2970,2893002
2971,1915787
2972,1915766
2973,1629043
2974,1629019
2975,1590795
2976,1590946
2977,2112314
2978,2112367
2979,2339033
2980,2338985
2981,1732321
2982,1732340
2983,262371
2984,262926
2985,3385862
2986,3385839
2987,1346613
2988,1346701
2989,2573431
2990,2573609
2991,2024850
2992,2024797
2993,1559185
2994,1559091
2995,946033
2996,946019
2997,2851764
2998,2851723
2999,269572
3000,269547
3001,303693
3002,303371
3003,2304383
3004,2304361
3005,913945
3006,914112
3007,956497
3008,956090
3009,1106208
3010,1106294
3011,897291
3012,897348
3013,3123765
3014,3123720
3015,448135
3016,448055
3017,1928336
3018,1928826
3019,2182439
3020,2182561
3021,757743
3022,757631
3023,3266495
3024,3266390
3025,1958110
3026,1958079
3027,2124663
3028,2124696
3029,238742
3030,238426
3031,1048572
3032,1048761
3033,952419
3034,952394
3035,3249177
3036,3249070
3037,246753
3038,246806
3039,2872719
3040,2872536
3041,2257636
3042,2257745
3043,2565147
3044,2565176
3045,1952940
3046,1953062
3047,511204
3048,510624
3049,2447636
3050,2447517
3051,1363185
3052,1362851
3053,2357099
3054,2357114
3055,31099
3056,31002
3057,62543
3058,62830
3059,1771984
3060,1771964
3061,673735
3062,673507
3063,635287
3064,635027
3065,2240133
3066,2240383
3067,476702
3068,476605
3069,3243744
3070,3243690
3071,758152
3072,758693
3073,1883640
3074,1883973
3075,1692641
3076,1692758
3077,1381338
3078,1380512
3079,2005347
3080,2005797
3081,2015421
3082,2015405
3083,3247313
3084,3247294
3085,306380
3086,306531
3087,54708
3088,54325
3089,3416357
3090,3416291
3091,747906
3092,747766
3093,1820031
3094,1819733
3095,2306029
3096,2306518
3097,1834873
3098,1834828
3099,2020596
3100,2020482
3101,1048019
3102,1048301
3103,197690
3104,197747
3105,1696670
3106,1696696
3107,45966
3108,45982
3109,355531
3110,355192
3111,306786
3112,306409
3113,1447754
3114,1447624
3115,129865
3116,129996
3117,746211
3118,745950
3119,63310
3120,63399
3121,507751
3122,507553
3123,3119781
3124,3119833
3125,769308
3126,769141
3127,2168769
3128,2168543
3129,1319620
3130,1319756
3131,329386
3132,329403
3133,1661235
3134,1661308
3135,893924
3136,894133
3137,3257537
3138,3257439
3139,1177406
3140,1177595
3141,228847
3142,229207
3143,3062267
3144,3062299
3145,228808
3146,229298
3147,228853
3148,228814
3149,3245018
3150,3244942
3151,2839498
3152,2839484
3153,1571097
3154,1571032
3155,3327716
3156,3327699
3157,8570
3158,8599
3159,2218066
3160,2218096
3161,1451709
3162,1451722
3163,2030916
3164,2030876
3165,516070
3166,516184
3167,670903
3168,670585
3169,3091436
3170,3091610
3171,3413790
3172,3413772
3173,2605131
3174,2605065
3175,2157386
3176,2157356
3177,3368636
3178,3368671
3179,3387788
3180,3387707
3181,1528003
3182,1528413
3183,1934638
3184,1934599
3185,3363503
3186,3363476
3187,1091684
3188,1091700
3189,1670090
3190,1670141
3191,2359373
3192,2359454
3193,617272
3194,617129
3195,953683
3196,953742
3197,2874755
3198,2874734
3199,499144
3200,499197
3201,831573
3202,831060
3203,477190
3204,477267
3205,3198727
3206,3198674
3207,3376153
3208,3376232
3209,769313
3210,769454
3211,659409
3212,659543
3213,2586306
3214,2586687
3215,2627558
3216,2627665
3217,2930662
3218,2930630
3219,14610
3220,14656
3221,2093893
3222,2093858
3223,1512543
3224,1512569
3225,174279
3226,174482
3227,2613351
3228,2613442
3229,2226521
3230,2226544
3231,330590
3232,330561
3233,1448384
3234,1448455
3235,1954326
3236,1954286
3237,364462
3238,364510
3239,899532
3240,899513
3241,374816
3242,375021
3243,554638
3244,554534
3245,299108
3246,299205
3247,2565152
3248,2565186
3249,343453
3250,343474
3251,2786510
3252,2786651
3253,3122956
3254,3123183
3255,1912659
3256,1912526
3257,987313
3258,987026
3259,1575412
3260,1575336
3261,2452553
3262,2452635
3263,331466
3264,331358
3265,1840733
3266,1840987
3267,853142
3268,853125
3269,1964852
3270,1964543
3271,1197054
3272,1196966
3273,3159764
3274,3159741
3275,941632
3276,941989
3277,1367350
3278,1366951
3279,1084871
3280,1085208
3281,1454437
3282,1454340
3283,2427943
3284,2427904
3285,1669438
3286,1669602
3287,1118041
3288,1117981
3289,3310301
3290,3310210
3291,1611583
3292,1611548
3293,2011668
3294,2011806
3295,293974
3296,294012
3297,2224728
3298,2224687
3299,867353
3300,867420
3301,1641945
3302,1642240
3303,3193117
3304,3193145
3305,2691868
3306,2691958
3307,276533
3308,276461
3309,3004426
3310,3004295
3311,3117712
3312,3117462
3313,104151
3314,104003
3315,2110363
3316,2110345
3317,3289883
3318,3289845
3319,637047
3320,636631
3321,313967
3322,314114
3323,1151064
3324,1151081
3325,1903325
3326,1903712
3327,2944743
3328,2944909
3329,3176511
3330,3176542
3331,2688546
3332,2688496
3333,3122364
3334,3122262
3335,2948400
3336,2948273
3337,1787945
3338,1787975
3339,1708624
3340,1708562
3341,1496702
3342,1496674
3343,2564708
3344,2564917
3345,737893
3346,737776
3347,3111198
3348,3111209
3349,386400
3350,386461
3351,3253618
3352,3253747
3353,2130580
3354,2130592
3355,1419079
3356,1418712
3357,1483520
3358,1483646
3359,1590814
3360,1590976
3361,3119966
3362,3120204
3363,3436605
3364,3436675
3365,1549634
3366,1549576
3367,1096779
3368,1096224
3369,2465280
3370,2465088
3371,1428179
3372,1428273
3373,1745015
3374,1744908
3375,968701
3376,968645
3377,1112037
3378,1111841
3379,1419980
3380,1420305
3381,1957182
3382,1957155
3383,1959142
3384,1959245
3385,233102
3386,232964
3387,1463764
3388,1463865
3389,2170845
3390,2170948
3391,427090
3392,427141
3393,2112329
3394,2112377
3395,2211297
3396,2211254
3397,3437637
3398,3437279
3399,2746747
3400,2746898
3401,125001
3402,125313
3403,251333
3404,251101
3405,3214344
3406,3214663
3407,1900475
3408,1900613
3409,63398
3410,63309
3411,447341
3412,447413
3413,2799036
3414,2799108
3415,1860144
3416,1860423
3417,3443605
3418,3443540
3419,2426916
3420,2427018
3421,2397052
3422,2397452
3423,454259
3424,454303
3425,3280084
3426,3280180
3427,2845121
3428,2845371
3429,1499455
3430,1499343
3431,716902
3432,716604
3433,1670781
3434,1670669
3435,912454
3436,912640
3437,692248
3438,692178
3439,1917207
3440,1917187
3441,2685984
3442,2686122
3443,339215
3444,339172
3445,2996850
3446,2996734
3447,2095781
3448,2095812
3449,2136244
3450,2136052
3451,702876
3452,702977
3453,2108705
3454,2108831
3455,1330381
3456,1330521
3457,3344667
3458,3344648
3459,1236820
3460,1236712
3461,738533
3462,737951
3463,264589
3464,264502
3465,579975
3466,579810
3467,3114205
3468,3114194
3469,1355540
3470,1355592
3471,222621
3472,222514
3473,3131772
3474,3131625
3475,58747
3476,58516
3477,1464126
3478,1464107
3479,771416
3480,771467
3481,142746
3482,142671
3483,1286053
3484,1286069
3485,1563874
3486,1563853
3487,2029631
3488,2029565
3489,2150265
3490,2150184
3491,2044342
3492,2044457
3493,1284150
3494,1284173
3495,3270389
3496,3270327
3497,2294059
3498,2294112
3499,1713015
3500,1712982
3501,487993
3502,487952
3503,1321918
3504,1321644
3505,1239046
3506,1239031
3507,2907515
3508,2907224
3509,2791650
3510,2791604
3511,2559762
3512,2559517
3513,105493
3514,105432
3515,1989515
3516,1989458
3517,1783137
3518,1782659
3519,14663
3520,14617
3521,1692902
3522,1692851
3523,1480561
3524,1480670
3525,3089434
3526,3089441
3527,2538111
3528,2538021
3529,1341941
3530,1341915
3531,374967
3532,375017
3533,2321401
3534,2321455
3535,1356545
3536,1356676
3537,2198036
3538,2198094
3539,921159
3540,921272
3541,740726
3542,739960
3543,284798
3544,284937
3545,1041293
3546,1041421
3547,2630545
3548,2630577
3549,1014977
3550,1014962
3551,3039165
3552,3039036
3553,2674986
3554,2674800
3555,2193346
3556,2193362
3557,149798
3558,149596
3559,1490811
3560,1490840
3561,426112
3562,426210
3563,213302
3564,213135
3565,1963350
3566,1963106
3567,3035675
3568,3035707
3569,622300
3570,622384
3571,962311
3572,962987
3573,2506257
3574,2506206
3575,221038
3576,221083
3577,1097577
3578,1097664
3579,218017
3580,218035
3581,2277501
3582,2277502
3583,423245
3584,423228
3585,1336931
3586,1336883
3587,2208366
3588,2208492
3589,2405153
3590,2405189
3591,3334905
3592,3334946
3593,1641162
3594,1641062
3595,244062
3596,243899
3597,1439663
3598,1439808
3599,2070455
3600,2070493
3601,1996069
3602,1996101
3603,23807
3604,23792
3605,3147370
3606,3147525
3607,1211287
3608,1210972
3609,3300040
3610,3299992
3611,2512758
3612,2512692
3613,3183829
3614,3183863
3615,3257588
3616,3257537
3617,524136
3618,524119
3619,1321343
3620,1321577
3621,2560856
3622,2560808
3623,2728434
3624,2728420
3625,3277643
3626,3277659
3627,2621134
3628,2621174
3629,2529661
3630,2529575
3631,953744
3632,953727
3633,1268733
3634,1268445
3635,969512
3636,969295
3637,304482
3638,304430
3639,472952
3640,472535
3641,3119349
3642,3119343
3643,224868
3644,225233
3645,2678208
3646,2678191
3647,1177915
3648,1178039
3649,129193
3650,129302
3651,2843951
3652,2843930
3653,1849508
3654,1849367
3655,1685339
3656,1685429
3657,2624848
3658,2624568
3659,2293340
3660,2293455
3661,2750203
3662,2750153
3663,2622625
3664,2622698
3665,1946553
3666,1946598
3667,2216702
3668,2216672
3669,742090
3670,742015
3671,1795859
3672,1795818
3673,2592956
3674,2592914
3675,2845442
3676,2845257
3677,2305958
3678,2306072
3679,2156094
3680,2155607
3681,758342
3682,758501
3683,869467
3684,869240
3685,1465425
3686,1464865
3687,223008
3688,222987
3689,1168132
3690,1167672
3691,1634651
3692,1634798
3693,2189818
3694,2189911
3695,995311
3696,995560
3697,554534
3698,554959
3699,14874
3700,14831
3701,1967578
3702,1967664
3703,317570
3704,317290
3705,2047034
3706,2046820
3707,84518
3708,84541
3709,2046630
3710,2046644
3711,706709
3712,706766
3713,2086071
3714,2086118
3715,2521336
3716,2521360
3717,3264615
3718,3264641
3719,262374
3720,262921
3721,2939925
3722,2939981
3723,2810464
3724,2810247
3725,2031076
3726,2031038
3727,27639
3728,27668
3729,143800
3730,143664
3731,1909408
3732,1909429
3733,3034583
3734,3034604
3735,1257820
3736,1257777
3737,2221603
3738,2221633
3739,2706551
3740,2706185
3741,2975580
3742,2975607
3743,813945
3744,813925
3745,2851677
3746,2851855
3747,895812
3748,895754
3749,2534473
3750,2534504
3751,1487731
3752,1487197
3753,3285348
3754,3285324
3755,424071
3756,424093
3757,1677100
3758,1677041
3759,2404345
3760,2404222
3761,2485432
3762,2485492
3763,981097
3764,981018
3765,2607361
3766,2607320
3767,218896
3768,219064
3769,313947
3770,313222
3771,434842
3772,434929
3773,3301764
3774,3301492
3775,2895172
3776,2895264
3777,386627
3778,386521
3779,3440566
3780,3440416
3781,853127
3782,853144
3783,146481
3784,146276
3785,1053869
3786,1053207
3787,1026659
3788,1026185
3789,1341925
3790,1342201
3791,2663667
3792,2663623
3793,2305924
3794,2305736
3795,960466
3796,960881
3797,129995
3798,129864
3799,356759
3800,356778
3801,919683
3802,919782
3803,2949437
3804,2949407
3805,1651582
3806,1651639
3807,3088078
3808,3087945
3809,1032643
3810,1032617
3811,1750630
3812,1750716
3813,2891280
3814,2891366
3815,2866295
3816,2866282
3817,822517
3818,822439
3819,1502941
3820,1502927
3821,970740
3822,971209
3823,1243593
3824,1243934
3825,130656
3826,130644
3827,221462
3828,221512
3829,1632415
3830,1632603
3831,2451691
3832,2451742
3833,2282608
3834,2282544
3835,2677852
3836,2677869
3837,379724
3838,379692
3839,1156575
3840,1156706
3841,2745055
3842,2745022
3843,3403347
3844,3403527
3845,2037906
3846,2038005
3847,698720
3848,698772
3849,2359387
3850,2359457
3851,2403178
3852,2403100
3853,2205838
3854,2205858
3855,1669602
3856,1669461
3857,919801
3858,919939
3859,578807
3860,578726
3861,3277653
3862,3277637
3863,661322
3864,661390
3865,1586193
3866,1586070
3867,1200470
3868,1200432
3869,2973611
3870,2973628
3871,1941701
3872,1941639
3873,490219
3874,490021
3875,421009
3876,421091
3877,14485
3878,14516
3879,549014
3880,549093
3881,3326623
3882,3326701
3883,1106490
3884,1106299
3885,607219
3886,607092
3887,518130
3888,518082
3889,3092593
3890,3092563
3891,1707092
3892,1707031
3893,1755505
3894,1755464
3895,2199097
3896,2199072
3897,2015140
3898,2014900
3899,1449187
3900,1449290
3901,1988626
3902,1988386
3903,844524
3904,844667
3905,1860173
3906,1860195
3907,3050444
3908,3050380
3909,1199589
3910,1200000
3911,1609290
3912,1609098
3913,2746028
3914,2746125
3915,2874608
3916,2874685
3917,221078
3918,221002
3919,1917187
3920,1917262
3921,1102668
3922,1102548
3923,2115214
3924,2115266
3925,374264
3926,374624
3927,1597193
3928,1597119
3929,199754
3930,200007
3931,1469800
3932,1469789
3933,2206809
3934,2206624
3935,1970041
3936,1969914
3937,20917
3938,20853
3939,1837647
3940,1837204
3941,2758944
3942,2758975
3943,375678
3944,375561
3945,1122033
3946,1122090
3947,222911
3948,223008
3949,3257010
3950,3257120
3951,1600347
3952,1600451
3953,2081769
3954,2081787
3955,384190
3956,384162
3957,1815004
3958,1815055
3959,707747
3960,707671
3961,1705771
3962,1705922
3963,716883
3964,716599
3965,3407319
3966,3407282
3967,1723092
3968,1723130
3969,516719
3970,516884
3971,3020180
3972,3020057
3973,1694765
3974,1694755
3975,516797
3976,516591
3977,2195720
3978,2195935
3979,1971109
3980,1970905
3981,36516
3982,36820
3983,512669
3984,512160
3985,3179542
3986,3179284
3987,2362699
3988,2362767
3989,1396775
3990,1396739
3991,1828398
3992,1828187
3993,660850
3994,660781
3995,2221864
3996,2221924
3997,171025
3998,171076
3999,921290
4000,921224
4001,2129222
4002,2128773
4003,3214358
4004,3214672
4005,2976142
4006,2976104
4007,374383
4008,374044
4009,2820522
4010,2820367
4011,2733221
4012,2733357
4013,1711097
4014,1711149
4015,2806874
4016,2806929
4017,1075019
4018,1075000
4019,2584416
4020,2584653
4021,403037
4022,402971
4023,2706183
4024,2706157
4025,3444060
4026,3444025
4027,3419852
4028,3419777
4029,2866150
4030,2866091
4031,3438803
4032,3438780
4033,2068941
4034,2068953
4035,1513487
4036,1513246
4037,3017237
4038,3017177
4039,2852816
4040,2852668
4041,2265154
4042,2265322
4043,787110
4044,787340
4045,2173504
4046,2173632
4047,1423378
4048,1423284
4049,811375
4050,811232
4051,1719820
4052,1719843
4053,2413690
4054,2413644
4055,1918139
4056,1918289
4057,2121942
4058,2121914
4059,3207268
4060,3207178
4061,2186840
4062,2186895
4063,53408
4064,52986
4065,519554
4066,519592
4067,563634
4068,563375
4069,1895295
4070,1895167
4071,243946
4072,243684
4073,2158059
4074,2158105
4075,1661234
4076,1661305
4077,86007
4078,86373
4079,785613
4080,785760
4081,3214303
4082,3214275
4083,2595060
4084,2594823
4085,1211461
4086,1211115
4087,2359454
4088,2359412
4089,2396334
4090,2396148
4091,2086276
4092,2086477
4093,365851
4094,365967
4095,3389319
4096,3389272
4097,381187
4098,381127
4099,3133311
4100,3133486
4101,4155
4102,4143
4103,1602860
4104,1602844
4105,1410958
4106,1410938
4107,1057006
4108,1057044
4109,1880897
4110,1880746
4111,1825334
4112,1825496
4113,1201306
4114,1201329
4115,426940
4116,426546
4117,2377834
4118,2377805
4119,461779
4120,461815
4121,1789339
4122,1789525
4123,2136052
4124,2136150
4125,2778138
4126,2777737
4127,748187
4128,748228
4129,2232493
4130,2232381
4131,707136
4132,707112
4133,3153774
4134,3153722
4135,1077014
4136,1077138
4137,3093840
4138,3093801
4139,195800
4140,196144
4141,62641
4142,62810
4143,436562
4144,435307
4145,2770513
4146,2770488
4147,2578315
4148,2578177
4149,1477738
4150,1477593
4151,840255
4152,840252
4153,833170
4154,833200
4155,96043
4156,95895
4157,423224
4158,423238
4159,1438666
4160,1438643
4161,1454800
4162,1454816
4163,1834832
4164,1834844
4165,1112726
4166,1112799
4167,1745242
4168,1745319
4169,3261484
4170,3261306
4171,487684
4172,487726
4173,1479716
4174,1479628
4175,2744405
4176,2744474
4177,71277
4178,71611
4179,2761988
4180,2762223
4181,1992231
4182,1991706
4183,1277539
4184,1277527
4185,3329063
4186,3328961
4187,1240324
4188,1240337
4189,71627
4190,71277
4191,2933398
4192,2933345
4193,3035788
4194,3035918
4195,2760910
4196,2760810
4197,1946147
4198,1946054
4199,132553
4200,132725
4201,2259788
4202,2259747
4203,545820
4204,545924
4205,2307064
4206,2307235
4207,3375314
4208,3375284
4209,490481
4210,490000
4211,767107
4212,767069
4213,2168292
4214,2168033
4215,2695011
4216,2694981
4217,2745018
4218,2745058
4219,283615
4220,283692
4221,2108841
4222,2108868
4223,1355591
4224,1355674
4225,882790
4226,883117
4227,2106411
4228,2106397
4229,121265
4230,121424
4231,1438940
4232,1438953
4233,3046488
4234,3046824
4235,86020
4236,86007
4237,2264198
4238,2264212
4239,3446507
4240,3446446
4241,1100998
4242,1100441
4243,2816735
4244,2816723
4245,869698
4246,869240
4247,3236313
4248,3236263
4249,185929
4250,186026
4251,1096383
4252,1096756
4253,2587263
4254,2587322
4255,3327147
4256,3327230
4257,1071229
4258,1071350
4259,2268396
4260,2268480
4261,612073
4262,612012
4263,448932
4264,449039
4265,2461162
4266,2461313
4267,219579
4268,219615
4269,2190158
4270,2190221
4271,1908453
4272,1908347
4273,432251
4274,432116
4275,1908277
4276,1908617
4277,1534422
4278,1534369
4279,2982472
4280,2982545
4281,394015
4282,394435
4283,1984039
4284,1983986
4285,2697659
4286,2697747
4287,1372366
4288,1372589
4289,1480802
4290,1481397
4291,1491648
4292,1491625
4293,2895263
4294,2895171
4295,864148
4296,863719
4297,84742
4298,84613
4299,953485
4300,953537
4301,2580240
4302,2579902
4303,2175939
4304,2176090
4305,239902
4306,239998
4307,1618493
4308,1618463
4309,2250458
4310,2250584
4311,2635000
4312,2634945
4313,3238456
4314,3238508
4315,3306448
4316,3306659
4317,2610846
4318,2610727
4319,1793557
4320,1793618
4321,886618
4322,886456
4323,2754612
4324,2754633
4325,1617344
4326,1617290
4327,153199
4328,153213
4329,2444519
